order_id,customer_id,ordered_at,payment_method,order_status,is_successful,total_unique_items,total_quantity_items,gross_revenue,discount_amount,shipping_cost,net_revenue,total_cost,net_profit
ORD_003023,CUST_00438,2026-02-26 20:55:22,UPI,Cancelled,false,1,3,59.97,5.00,4.99,59.96,18.00,41.96
ORD_003024,CUST_00019,2026-02-04 11:57:17,Apple Pay,Completed,true,1,3,68.97,0.00,4.99,73.96,18.00,55.96
ORD_003025,CUST_00288,2025-11-28 22:48:36,Apple Pay,Refunded,false,1,3,119.97,0.00,0.00,119.97,45.00,74.97
ORD_003026,CUST_00206,2025-09-01 12:21:27,Apple Pay,Completed,true,1,3,330.00,15.00,9.99,324.99,144.00,180.99
ORD_003027,CUST_00644,2025-12-29 00:47:35,UPI,Refunded,false,2,3,114.97,10.00,9.99,114.96,34.00,80.96
ORD_003028,CUST_00991,2025-12-18 07:04:42,PayPal,Completed,true,2,4,179.96,5.00,9.99,184.95,60.00,124.95
ORD_003029,CUST_00331,2026-01-19 12:29:41,PayPal,Completed,true,3,7,259.93,0.00,4.99,264.92,88.00,176.92
ORD_003030,CUST_00365,2025-12-16 06:43:29,Apple Pay,Completed,true,1,1,110.00,15.00,4.99,99.99,48.00,51.99
ORD_003031,CUST_00627,2025-12-19 03:42:28,Credit Card,Completed,true,2,4,179.96,15.00,0.00,164.96,63.00,101.96
ORD_003032,CUST_00360,2026-01-14 05:00:28,Credit Card,Completed,true,1,1,49.99,5.00,0.00,44.99,20.00,24.99
ORD_003033,CUST_00777,2025-09-29 17:28:56,PayPal,Refunded,false,1,1,39.99,0.00,4.99,44.98,15.00,29.98
ORD_003034,CUST_00537,2025-11-25 18:25:54,PayPal,Refunded,false,2,4,169.96,15.00,9.99,164.95,60.00,104.95
ORD_003035,CUST_00421,2025-10-20 01:12:28,Credit Card,Completed,true,2,4,134.96,5.00,9.99,139.95,38.00,101.95
ORD_003036,CUST_00896,2025-09-15 22:41:32,Buy Now Pay Later,Completed,true,1,1,24.99,0.00,4.99,29.98,8.00,21.98
ORD_003037,CUST_00074,2026-01-16 23:02:26,UPI,Completed,true,1,2,239.98,0.00,9.99,249.97,90.00,159.97
ORD_003038,CUST_00765,2025-08-23 16:26:33,Apple Pay,Completed,true,3,5,289.95,5.00,0.00,284.95,105.00,179.95
ORD_003039,CUST_00914,2025-08-02 12:33:58,UPI,Completed,true,2,6,179.94,0.00,9.99,189.93,54.00,135.93
ORD_003040,CUST_00142,2026-02-18 17:31:54,UPI,Completed,true,1,3,449.97,15.00,0.00,434.97,195.00,239.97
ORD_003041,CUST_00874,2025-09-26 11:20:47,Apple Pay,Refunded,false,2,4,179.96,15.00,9.99,174.95,70.00,104.95
ORD_003042,CUST_00757,2026-02-23 14:34:32,Credit Card,Cancelled,false,1,1,29.99,0.00,9.99,39.98,8.00,31.98
ORD_003043,CUST_00088,2026-02-13 14:00:45,UPI,Completed,true,2,4,95.96,0.00,0.00,95.96,28.00,67.96
ORD_003044,CUST_00896,2025-07-05 15:52:48,UPI,Refunded,false,1,2,179.98,5.00,0.00,174.98,60.00,114.98
ORD_003045,CUST_00223,2026-02-26 03:37:06,UPI,Completed,true,1,1,29.99,0.00,4.99,34.98,8.00,26.98
ORD_003046,CUST_00457,2025-09-28 02:01:11,Buy Now Pay Later,Refunded,false,2,6,359.94,0.00,0.00,359.94,141.00,218.94
ORD_003047,CUST_00961,2025-06-28 14:39:55,Credit Card,Refunded,false,2,4,149.96,0.00,4.99,154.95,47.00,107.95
ORD_003048,CUST_00694,2026-01-23 22:07:21,Apple Pay,Completed,true,1,1,59.99,10.00,0.00,49.99,22.00,27.99
ORD_003049,CUST_00689,2026-01-08 01:25:07,PayPal,Completed,true,3,8,503.95,10.00,9.99,503.94,153.00,350.94
ORD_003050,CUST_00679,2026-02-14 19:17:20,Apple Pay,Completed,true,1,3,59.97,0.00,4.99,64.96,18.00,46.96
ORD_003051,CUST_00920,2025-12-20 12:22:56,Buy Now Pay Later,Completed,true,1,2,299.98,0.00,9.99,309.97,130.00,179.97
ORD_003052,CUST_00665,2026-02-09 17:12:14,Buy Now Pay Later,Cancelled,false,1,2,119.98,0.00,4.99,124.97,44.00,80.97
ORD_003053,CUST_00674,2026-02-19 15:11:27,PayPal,Completed,true,1,3,59.97,10.00,0.00,49.97,18.00,31.97
ORD_003054,CUST_00003,2026-02-06 23:26:48,UPI,Refunded,false,1,3,255.00,0.00,4.99,259.99,75.00,184.99
ORD_003055,CUST_00247,2026-02-03 10:16:11,UPI,Completed,true,1,1,110.00,10.00,4.99,104.99,48.00,56.99
ORD_003056,CUST_00053,2025-02-07 12:34:27,UPI,Completed,true,1,2,299.98,15.00,4.99,289.97,130.00,159.97
ORD_003057,CUST_00880,2026-01-26 09:20:58,Apple Pay,Completed,true,2,6,464.94,15.00,0.00,449.94,165.00,284.94
ORD_003058,CUST_00496,2025-04-18 19:49:08,Apple Pay,Completed,true,1,2,220.00,5.00,9.99,224.99,96.00,128.99
ORD_003059,CUST_00261,2025-10-05 02:25:49,UPI,Completed,true,1,3,119.97,0.00,0.00,119.97,36.00,83.97
ORD_003060,CUST_00337,2025-12-26 20:25:12,PayPal,Completed,true,1,3,449.97,0.00,0.00,449.97,195.00,254.97
ORD_003061,CUST_00376,2025-12-07 19:33:12,Buy Now Pay Later,Completed,true,2,4,289.98,5.00,9.99,294.97,116.00,178.97
ORD_003062,CUST_00371,2025-11-02 23:01:10,Apple Pay,Completed,true,2,6,809.94,0.00,9.99,819.93,345.00,474.93
ORD_003063,CUST_00121,2025-08-22 06:06:12,Apple Pay,Completed,true,1,2,49.98,15.00,9.99,44.97,16.00,28.97
ORD_003064,CUST_00002,2025-11-03 22:45:06,UPI,Completed,true,1,3,104.97,5.00,9.99,109.96,30.00,79.96
ORD_003065,CUST_00734,2025-09-20 07:07:07,PayPal,Completed,true,2,3,114.97,5.00,9.99,119.96,34.00,85.96
ORD_003066,CUST_00570,2025-12-23 03:44:54,PayPal,Cancelled,false,1,2,299.98,0.00,9.99,309.97,130.00,179.97
ORD_003067,CUST_00962,2025-08-30 00:43:57,Credit Card,Completed,true,2,4,669.96,0.00,4.99,674.95,295.00,379.95
ORD_003068,CUST_00845,2025-11-19 23:16:06,Credit Card,Completed,true,1,3,89.97,0.00,9.99,99.96,33.00,66.96
ORD_003069,CUST_00867,2025-10-14 23:28:34,Buy Now Pay Later,Completed,true,1,3,599.97,5.00,4.99,599.96,270.00,329.96
ORD_003070,CUST_00277,2025-11-08 18:37:21,PayPal,Completed,true,1,3,59.97,15.00,9.99,54.96,18.00,36.96
ORD_003071,CUST_00321,2025-09-02 15:24:44,Apple Pay,Cancelled,false,1,3,119.97,0.00,9.99,129.96,45.00,84.96
ORD_003072,CUST_00830,2025-12-22 10:03:07,PayPal,Completed,true,2,3,89.97,5.00,4.99,89.96,26.00,63.96
ORD_003073,CUST_00810,2026-01-26 17:40:36,Credit Card,Completed,true,4,7,394.96,0.00,4.99,399.95,147.00,252.95
ORD_003074,CUST_00552,2025-08-21 09:34:41,PayPal,Completed,true,2,4,194.96,0.00,0.00,194.96,69.00,125.96
ORD_003075,CUST_00077,2026-01-25 04:01:15,UPI,Completed,true,1,3,89.97,0.00,0.00,89.97,33.00,56.97
ORD_003076,CUST_00318,2025-07-24 14:16:58,Buy Now Pay Later,Completed,true,1,2,239.98,0.00,4.99,244.97,90.00,154.97
ORD_003077,CUST_00453,2025-12-25 07:35:50,Credit Card,Cancelled,false,1,3,239.97,0.00,9.99,249.96,105.00,144.96
ORD_003078,CUST_00053,2025-12-21 20:16:46,PayPal,Cancelled,false,2,3,239.99,0.00,9.99,249.98,102.00,147.98
ORD_003079,CUST_00526,2025-10-18 14:17:30,UPI,Completed,true,1,3,59.97,0.00,9.99,69.96,18.00,51.96
ORD_003080,CUST_00969,2026-02-02 21:43:02,UPI,Cancelled,false,2,5,379.95,10.00,9.99,379.94,155.00,224.94
ORD_003081,CUST_00107,2025-12-30 17:24:42,PayPal,Completed,true,2,3,139.97,0.00,4.99,144.96,46.00,98.96
ORD_003082,CUST_00825,2025-11-22 00:50:09,Apple Pay,Completed,true,3,7,230.93,10.00,0.00,220.93,66.00,154.93
ORD_003083,CUST_00777,2025-09-26 07:23:15,Apple Pay,Completed,true,4,6,344.95,0.00,4.99,349.94,126.00,223.94
ORD_003084,CUST_00534,2025-04-17 04:13:57,UPI,Cancelled,false,2,4,539.96,0.00,4.99,544.95,230.00,314.95
ORD_003085,CUST_00990,2025-02-01 17:58:22,Buy Now Pay Later,Cancelled,false,1,1,199.99,0.00,9.99,209.98,90.00,119.98
ORD_003086,CUST_00707,2025-12-20 03:49:21,Apple Pay,Completed,true,3,5,189.95,0.00,9.99,199.94,64.00,135.94
ORD_003087,CUST_00392,2026-01-20 00:27:26,Buy Now Pay Later,Completed,true,1,1,129.99,0.00,9.99,139.98,55.00,84.98
ORD_003088,CUST_00204,2026-01-08 15:16:39,PayPal,Completed,true,1,2,399.98,0.00,0.00,399.98,180.00,219.98
ORD_003089,CUST_00174,2025-11-21 19:54:42,UPI,Completed,true,3,6,379.96,10.00,4.99,374.95,136.00,238.95
ORD_003090,CUST_00048,2026-02-12 05:56:26,UPI,Refunded,false,1,2,39.98,15.00,9.99,34.97,12.00,22.97
ORD_003091,CUST_00112,2026-02-05 19:14:04,Apple Pay,Completed,true,2,3,149.97,15.00,9.99,144.96,55.00,89.96
ORD_003092,CUST_00432,2026-01-25 14:30:03,UPI,Completed,true,2,2,149.98,0.00,0.00,149.98,61.00,88.98
ORD_003093,CUST_00289,2025-11-30 21:07:06,Credit Card,Refunded,false,3,8,855.92,15.00,4.99,845.91,357.00,488.91
ORD_003094,CUST_00228,2025-09-08 06:34:39,UPI,Completed,true,3,7,509.93,15.00,4.99,499.92,179.00,320.92
ORD_003095,CUST_00479,2025-07-01 22:02:04,PayPal,Completed,true,2,6,599.94,0.00,4.99,604.93,240.00,364.93
ORD_003096,CUST_00021,2026-01-11 00:47:10,UPI,Completed,true,2,4,304.96,10.00,9.99,304.95,120.00,184.95
ORD_003097,CUST_00235,2025-12-28 16:47:31,UPI,Completed,true,1,3,149.97,15.00,9.99,144.96,60.00,84.96
ORD_003098,CUST_00055,2025-11-02 21:27:26,Credit Card,Refunded,false,1,1,110.00,10.00,9.99,109.99,48.00,61.99
ORD_003099,CUST_00407,2025-12-27 13:34:04,PayPal,Completed,true,2,3,189.97,5.00,4.99,189.96,81.00,108.96
ORD_003100,CUST_00945,2025-10-08 17:02:22,UPI,Completed,true,2,2,109.98,0.00,0.00,109.98,40.00,69.98
ORD_003101,CUST_00179,2025-06-08 12:55:33,UPI,Completed,true,2,4,205.96,15.00,9.99,200.95,82.00,118.95
ORD_003102,CUST_00527,2026-01-30 08:37:16,PayPal,Completed,true,3,6,519.97,0.00,9.99,529.96,173.00,356.96
ORD_003103,CUST_00699,2026-02-27 18:20:04,PayPal,Cancelled,false,1,2,39.98,0.00,4.99,44.97,12.00,32.97
ORD_003104,CUST_00872,2025-03-20 04:49:42,PayPal,Completed,true,1,3,104.97,5.00,9.99,109.96,30.00,79.96
ORD_003105,CUST_00723,2026-02-02 05:32:42,Apple Pay,Completed,true,1,1,89.99,15.00,0.00,74.99,30.00,44.99
ORD_003106,CUST_00930,2025-09-01 21:00:41,Apple Pay,Completed,true,3,9,824.91,10.00,4.99,819.90,324.00,495.90
ORD_003107,CUST_00724,2025-11-23 11:40:27,Credit Card,Refunded,false,2,4,539.96,10.00,4.99,534.95,220.00,314.95
ORD_003108,CUST_00084,2026-01-27 08:51:36,Buy Now Pay Later,Cancelled,false,1,2,399.98,0.00,4.99,404.97,180.00,224.97
ORD_003109,CUST_00930,2025-08-20 15:56:22,UPI,Refunded,false,1,1,39.99,0.00,9.99,49.98,15.00,34.98
ORD_003110,CUST_00338,2025-10-10 02:10:57,Buy Now Pay Later,Completed,true,1,3,359.97,15.00,9.99,354.96,135.00,219.96
ORD_003111,CUST_00329,2025-10-09 22:02:19,Buy Now Pay Later,Completed,true,1,2,45.98,0.00,0.00,45.98,12.00,33.98
ORD_003112,CUST_00783,2026-02-18 01:10:03,UPI,Completed,true,1,2,39.98,0.00,0.00,39.98,12.00,27.98
ORD_003113,CUST_00230,2025-12-18 17:41:51,UPI,Completed,true,3,3,184.97,0.00,9.99,194.96,66.00,128.96
ORD_003114,CUST_00232,2025-05-28 21:46:34,Apple Pay,Completed,true,2,3,69.97,0.00,4.99,74.96,23.00,51.96
ORD_003115,CUST_00799,2025-10-09 01:39:38,UPI,Completed,true,2,4,268.96,10.00,4.99,263.95,108.00,155.95
ORD_003116,CUST_00864,2025-09-30 12:54:46,Apple Pay,Refunded,false,1,2,220.00,5.00,0.00,215.00,96.00,119.00
ORD_003117,CUST_00167,2025-12-18 02:01:20,Apple Pay,Completed,true,1,2,69.98,0.00,9.99,79.97,20.00,59.97
ORD_003118,CUST_00424,2025-12-31 14:01:51,UPI,Completed,true,1,2,79.98,10.00,4.99,74.97,24.00,50.97
ORD_003119,CUST_00903,2026-01-16 16:14:51,UPI,Completed,true,1,1,110.00,5.00,4.99,109.99,48.00,61.99
ORD_003120,CUST_00525,2026-01-19 07:57:16,Buy Now Pay Later,Completed,true,1,2,69.98,0.00,4.99,74.97,20.00,54.97
ORD_003121,CUST_00275,2026-02-13 04:08:52,Apple Pay,Completed,true,2,5,264.95,10.00,9.99,264.94,100.00,164.94
ORD_003122,CUST_00542,2025-09-10 06:54:38,Buy Now Pay Later,Cancelled,false,1,3,59.97,5.00,9.99,64.96,18.00,46.96
ORD_003123,CUST_00612,2025-08-08 02:45:16,PayPal,Cancelled,false,2,5,429.95,0.00,9.99,439.94,177.00,262.94
ORD_003124,CUST_00488,2025-03-03 12:09:34,Buy Now Pay Later,Refunded,false,2,4,229.98,5.00,4.99,229.97,72.00,157.97
ORD_003125,CUST_00042,2026-02-06 09:15:50,UPI,Cancelled,false,1,1,34.99,5.00,0.00,29.99,10.00,19.99
ORD_003126,CUST_00509,2025-11-09 12:21:34,Credit Card,Refunded,false,1,1,29.99,0.00,9.99,39.98,11.00,28.98
ORD_003127,CUST_00970,2026-02-19 18:01:24,Credit Card,Completed,true,4,9,308.91,0.00,0.00,308.91,109.00,199.91
ORD_003128,CUST_00295,2025-10-11 19:47:13,PayPal,Completed,true,1,3,359.97,0.00,0.00,359.97,135.00,224.97
ORD_003129,CUST_00604,2025-08-14 05:39:05,Credit Card,Completed,true,1,2,159.98,5.00,9.99,164.97,70.00,94.97
ORD_003130,CUST_00580,2025-11-07 15:22:54,Apple Pay,Cancelled,false,1,3,239.97,5.00,9.99,244.96,105.00,139.96
ORD_003131,CUST_00134,2025-11-08 17:54:35,Buy Now Pay Later,Completed,true,1,2,139.98,0.00,0.00,139.98,50.00,89.98
ORD_003132,CUST_00093,2025-09-14 23:21:28,Credit Card,Refunded,false,1,2,79.98,15.00,0.00,64.98,24.00,40.98
ORD_003133,CUST_00883,2025-07-30 17:07:02,UPI,Completed,true,2,3,195.97,0.00,9.99,205.96,77.00,128.96
ORD_003134,CUST_00110,2025-07-30 18:51:26,Apple Pay,Refunded,false,2,4,219.96,0.00,0.00,219.96,86.00,133.96
ORD_003135,CUST_00927,2025-11-27 10:18:45,PayPal,Refunded,false,3,5,569.95,5.00,4.99,569.94,231.00,338.94
ORD_003136,CUST_00492,2025-11-06 13:30:21,PayPal,Completed,true,2,2,52.98,5.00,0.00,47.98,17.00,30.98
ORD_003137,CUST_00740,2026-02-12 06:32:58,Credit Card,Completed,true,1,1,119.99,0.00,4.99,124.98,45.00,79.98
ORD_003138,CUST_00637,2026-02-19 10:32:59,PayPal,Completed,true,2,5,109.95,10.00,9.99,109.94,34.00,75.94
ORD_003139,CUST_00580,2025-12-29 06:32:06,Credit Card,Completed,true,1,2,59.98,5.00,0.00,54.98,16.00,38.98
ORD_003140,CUST_00821,2025-12-02 21:10:20,UPI,Completed,true,2,6,329.94,10.00,0.00,319.94,108.00,211.94
ORD_003141,CUST_00402,2025-09-09 08:51:58,PayPal,Completed,true,1,3,239.97,0.00,0.00,239.97,105.00,134.97
ORD_003142,CUST_00571,2025-10-21 13:37:42,Credit Card,Completed,true,1,1,79.99,0.00,0.00,79.99,35.00,44.99
ORD_003143,CUST_00540,2025-08-29 14:04:59,PayPal,Completed,true,1,3,389.97,0.00,0.00,389.97,165.00,224.97
ORD_003144,CUST_00164,2026-02-23 22:00:00,Apple Pay,Cancelled,false,2,4,419.96,15.00,4.99,409.95,180.00,229.95
ORD_003145,CUST_00970,2026-02-11 16:22:13,PayPal,Completed,true,1,3,89.97,5.00,9.99,94.96,24.00,70.96
ORD_003146,CUST_00886,2026-02-26 18:50:38,PayPal,Completed,true,1,2,69.98,5.00,4.99,69.97,20.00,49.97
ORD_003147,CUST_00328,2025-07-12 19:43:40,Buy Now Pay Later,Completed,true,1,2,139.98,15.00,9.99,134.97,50.00,84.97
ORD_003148,CUST_00259,2025-12-07 04:14:38,Apple Pay,Completed,true,3,8,1049.92,5.00,9.99,1054.91,435.00,619.91
ORD_003149,CUST_00955,2025-07-31 05:38:39,PayPal,Completed,true,1,1,110.00,10.00,4.99,104.99,48.00,56.99
ORD_003150,CUST_00706,2026-02-26 01:30:32,Credit Card,Completed,true,1,2,159.98,5.00,0.00,154.98,70.00,84.98
ORD_003151,CUST_00344,2026-01-15 11:34:44,Credit Card,Refunded,false,1,2,79.98,5.00,4.99,79.97,30.00,49.97
ORD_003152,CUST_00760,2025-12-02 20:03:00,UPI,Refunded,false,1,1,49.99,10.00,9.99,49.98,20.00,29.98
ORD_003153,CUST_00098,2025-07-23 23:16:12,UPI,Completed,true,2,4,124.96,5.00,9.99,129.95,36.00,93.95
ORD_003154,CUST_00029,2026-02-15 08:44:34,Credit Card,Completed,true,1,3,104.97,0.00,0.00,104.97,30.00,74.97
ORD_003155,CUST_00159,2025-12-17 13:38:23,PayPal,Cancelled,false,2,5,359.95,0.00,9.99,369.94,135.00,234.94
ORD_003156,CUST_00862,2026-01-08 08:28:19,Buy Now Pay Later,Completed,true,2,4,144.96,10.00,4.99,139.95,44.00,95.95
ORD_003157,CUST_00932,2025-12-25 15:23:15,UPI,Completed,true,2,4,559.97,0.00,0.00,559.97,243.00,316.97
ORD_003158,CUST_00662,2025-12-20 17:41:40,Apple Pay,Completed,true,1,2,179.98,0.00,4.99,184.97,60.00,124.97
ORD_003159,CUST_00310,2026-01-12 04:43:08,UPI,Completed,true,3,4,135.96,0.00,9.99,145.95,45.00,100.95
ORD_003160,CUST_00355,2025-10-19 15:19:46,PayPal,Completed,true,2,5,405.95,15.00,0.00,390.95,147.00,243.95
ORD_003161,CUST_00589,2026-02-05 15:59:28,UPI,Cancelled,false,1,1,19.99,15.00,4.99,9.98,6.00,3.98
ORD_003162,CUST_00904,2026-01-01 22:07:32,Apple Pay,Completed,true,1,2,119.98,0.00,9.99,129.97,44.00,85.97
ORD_003163,CUST_00638,2025-10-14 13:04:27,UPI,Refunded,false,1,1,85.00,5.00,4.99,84.99,25.00,59.99
ORD_003164,CUST_00346,2026-01-12 07:39:35,Buy Now Pay Later,Cancelled,false,3,4,549.96,0.00,9.99,559.95,233.00,326.95
ORD_003165,CUST_00951,2026-02-03 18:00:25,UPI,Cancelled,false,1,3,179.97,0.00,4.99,184.96,66.00,118.96
ORD_003166,CUST_00885,2025-11-29 08:41:33,Buy Now Pay Later,Completed,true,2,3,269.97,0.00,0.00,269.97,110.00,159.97
ORD_003167,CUST_00716,2026-01-16 13:43:33,PayPal,Completed,true,1,2,39.98,0.00,4.99,44.97,12.00,32.97
ORD_003168,CUST_00392,2026-01-24 15:11:48,Credit Card,Cancelled,false,3,6,364.96,10.00,0.00,354.96,141.00,213.96
ORD_003169,CUST_00237,2025-02-21 00:48:06,Apple Pay,Refunded,false,2,3,434.97,0.00,9.99,444.96,190.00,254.96
ORD_003170,CUST_00248,2025-07-03 11:12:26,UPI,Cancelled,false,1,2,59.98,0.00,0.00,59.98,22.00,37.98
ORD_003171,CUST_00934,2025-04-06 04:13:46,Credit Card,Completed,true,1,1,149.99,5.00,9.99,154.98,65.00,89.98
ORD_003172,CUST_00650,2025-09-09 01:48:55,Apple Pay,Refunded,false,1,3,255.00,0.00,0.00,255.00,75.00,180.00
ORD_003173,CUST_00541,2025-12-20 05:52:22,Apple Pay,Completed,true,3,8,508.94,15.00,0.00,493.94,158.00,335.94
ORD_003174,CUST_00426,2026-01-12 02:29:21,Credit Card,Completed,true,2,2,239.99,0.00,9.99,249.98,103.00,146.98
ORD_003175,CUST_00442,2025-12-12 22:50:47,Credit Card,Completed,true,2,4,389.96,5.00,4.99,389.95,146.00,243.95
ORD_003176,CUST_00208,2025-12-08 20:36:00,Credit Card,Refunded,false,2,4,469.96,15.00,9.99,464.95,200.00,264.95
ORD_003177,CUST_00863,2025-12-01 21:18:04,UPI,Completed,true,1,3,179.97,0.00,0.00,179.97,66.00,113.97
ORD_003178,CUST_00501,2025-12-30 00:43:43,Apple Pay,Cancelled,false,2,4,254.96,15.00,0.00,239.96,95.00,144.96
ORD_003179,CUST_00255,2026-01-23 07:08:22,Credit Card,Completed,true,2,5,334.98,15.00,9.99,329.97,105.00,224.97
ORD_003180,CUST_00454,2025-08-04 02:18:57,Buy Now Pay Later,Completed,true,3,6,374.94,0.00,9.99,384.93,136.00,248.93
ORD_003181,CUST_00284,2025-10-20 23:52:38,PayPal,Completed,true,2,5,284.95,15.00,4.99,274.94,90.00,184.94
ORD_003182,CUST_00572,2026-01-30 00:10:41,Credit Card,Completed,true,1,1,24.99,0.00,9.99,34.98,8.00,26.98
ORD_003183,CUST_00253,2025-11-16 12:08:56,PayPal,Completed,true,1,1,149.99,0.00,9.99,159.98,65.00,94.98
ORD_003184,CUST_00186,2026-02-08 05:43:10,UPI,Completed,true,1,2,179.98,0.00,4.99,184.97,60.00,124.97
ORD_003185,CUST_00023,2026-02-18 16:26:17,PayPal,Refunded,false,2,3,84.97,0.00,0.00,84.97,30.00,54.97
ORD_003186,CUST_00046,2025-11-30 03:42:49,Apple Pay,Completed,true,1,1,39.99,0.00,0.00,39.99,15.00,24.99
ORD_003187,CUST_00839,2025-05-03 06:41:26,UPI,Completed,true,2,4,365.00,0.00,9.99,374.99,123.00,251.99
ORD_003188,CUST_00979,2025-12-22 14:31:19,Apple Pay,Cancelled,false,4,7,572.93,15.00,9.99,567.92,236.00,331.92
ORD_003189,CUST_00081,2026-02-11 02:15:23,Apple Pay,Refunded,false,1,1,110.00,0.00,0.00,110.00,48.00,62.00
ORD_003190,CUST_00523,2025-10-08 06:33:18,Apple Pay,Completed,true,2,3,199.97,0.00,0.00,199.97,75.00,124.97
ORD_003191,CUST_00733,2025-08-23 20:58:51,UPI,Cancelled,false,2,3,154.98,0.00,9.99,164.97,45.00,119.97
ORD_003192,CUST_00709,2026-02-22 06:16:51,PayPal,Completed,true,1,1,49.99,5.00,4.99,49.98,20.00,29.98
ORD_003193,CUST_00982,2025-10-08 12:33:36,UPI,Completed,true,1,1,79.99,5.00,0.00,74.99,35.00,39.99
ORD_003194,CUST_00866,2025-10-21 11:58:06,PayPal,Cancelled,false,2,3,155.98,15.00,4.99,145.97,60.00,85.97
ORD_003195,CUST_00010,2025-05-05 07:29:48,Apple Pay,Completed,true,1,1,129.99,0.00,0.00,129.99,55.00,74.99
ORD_003196,CUST_00057,2025-07-03 06:29:11,UPI,Refunded,false,2,5,269.95,0.00,9.99,279.94,91.00,188.94
ORD_003197,CUST_00472,2026-02-15 08:14:26,Credit Card,Completed,true,1,3,74.97,15.00,4.99,64.96,24.00,40.96
ORD_003198,CUST_00044,2026-02-26 02:32:51,Credit Card,Completed,true,1,1,129.99,0.00,4.99,134.98,55.00,79.98
ORD_003199,CUST_00751,2025-11-04 12:12:05,Buy Now Pay Later,Refunded,false,1,1,29.99,10.00,9.99,29.98,8.00,21.98
ORD_003200,CUST_00551,2026-01-16 18:06:44,UPI,Completed,true,1,1,69.99,15.00,0.00,54.99,25.00,29.99
ORD_003201,CUST_00569,2025-09-01 15:26:26,Buy Now Pay Later,Completed,true,1,3,89.97,5.00,9.99,94.96,24.00,70.96
ORD_003202,CUST_00361,2025-07-31 02:24:59,Credit Card,Refunded,false,3,8,789.95,0.00,9.99,799.94,342.00,457.94
ORD_003203,CUST_00343,2025-12-12 18:55:19,Buy Now Pay Later,Refunded,false,2,2,159.98,5.00,0.00,154.98,55.00,99.98
ORD_003204,CUST_00491,2025-09-17 02:01:19,Buy Now Pay Later,Cancelled,false,1,1,79.99,15.00,9.99,74.98,35.00,39.98
ORD_003205,CUST_00690,2026-02-19 03:24:40,Apple Pay,Completed,true,1,2,49.98,5.00,0.00,44.98,16.00,28.98
ORD_003206,CUST_00290,2025-03-07 04:41:01,UPI,Completed,true,2,5,285.95,0.00,0.00,285.95,117.00,168.95
ORD_003207,CUST_00976,2025-10-12 09:41:52,Apple Pay,Refunded,false,2,4,289.98,0.00,9.99,299.97,116.00,183.97
ORD_003208,CUST_00623,2025-12-28 05:38:47,UPI,Completed,true,1,2,259.98,0.00,4.99,264.97,110.00,154.97
ORD_003209,CUST_00578,2025-03-19 02:25:43,UPI,Completed,true,1,2,59.98,15.00,4.99,49.97,16.00,33.97
ORD_003210,CUST_00071,2026-02-07 19:22:02,Apple Pay,Completed,true,2,3,229.97,5.00,4.99,229.96,95.00,134.96
ORD_003211,CUST_00360,2026-02-23 07:51:52,Credit Card,Completed,true,3,8,494.92,0.00,9.99,504.91,180.00,324.91
ORD_003212,CUST_00215,2026-02-15 07:40:48,Buy Now Pay Later,Completed,true,1,2,399.98,0.00,4.99,404.97,180.00,224.97
ORD_003213,CUST_00439,2025-08-02 08:38:04,UPI,Completed,true,1,1,39.99,15.00,4.99,29.98,12.00,17.98
ORD_003214,CUST_00019,2026-02-17 08:26:45,UPI,Completed,true,1,1,39.99,15.00,9.99,34.98,12.00,22.98
ORD_003215,CUST_00607,2025-06-03 16:36:09,PayPal,Completed,true,1,1,59.99,10.00,4.99,54.98,22.00,32.98
ORD_003216,CUST_00873,2025-12-11 10:32:51,Apple Pay,Completed,true,1,2,399.98,0.00,4.99,404.97,180.00,224.97
ORD_003217,CUST_00329,2025-09-03 23:36:07,Credit Card,Cancelled,false,1,3,449.97,0.00,9.99,459.96,195.00,264.96
ORD_003218,CUST_00763,2026-01-10 09:17:06,UPI,Cancelled,false,2,5,118.95,10.00,4.99,113.94,34.00,79.94
ORD_003219,CUST_00243,2026-02-15 13:59:58,UPI,Refunded,false,1,1,59.99,5.00,0.00,54.99,22.00,32.99
ORD_003220,CUST_00014,2025-06-03 15:32:41,Credit Card,Completed,true,1,1,119.99,15.00,0.00,104.99,45.00,59.99
ORD_003221,CUST_00595,2025-12-05 23:43:47,Buy Now Pay Later,Completed,true,1,1,89.99,10.00,4.99,84.98,30.00,54.98
ORD_003222,CUST_00019,2026-01-12 08:56:24,UPI,Cancelled,false,4,9,269.91,0.00,4.99,274.90,91.00,183.90
ORD_003223,CUST_00509,2026-02-04 19:11:32,PayPal,Completed,true,1,1,29.99,10.00,4.99,24.98,8.00,16.98
ORD_003224,CUST_00345,2025-07-26 19:19:50,PayPal,Completed,true,2,2,269.98,0.00,0.00,269.98,115.00,154.98
ORD_003225,CUST_00133,2025-10-08 23:38:28,UPI,Completed,true,1,1,69.99,15.00,4.99,59.98,25.00,34.98
ORD_003226,CUST_00189,2025-12-21 23:32:55,Apple Pay,Completed,true,2,4,134.96,15.00,0.00,119.96,38.00,81.96
ORD_003227,CUST_00872,2025-05-22 12:51:29,UPI,Refunded,false,3,7,919.93,5.00,4.99,919.92,395.00,524.92
